responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
13317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,49, reduced ,798,261,2003254,243.265625,744.46875,263.265625,814.53125,4,3,,,,,,,,,elementary,2,,,,,,,,,,,,,,
13367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,49, reduced ,814,261,2003304.1000003815,243.265625,744.46875,263.265625,814.53125,4,3,,,,,,,,,elementary,2,,,,,,,,,,,,,,
13383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,49, reduced ,748,257,,233.265625,744.46875,273.265625,814.53125,4,3,hover,500,500,0.9924174843889384,0.693359375,91,,,elementary,2,,,,,,,,,,,,,,
13417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,50, by ,823,262,2003354.1000003815,243.265625,814.53125,263.265625,838.546875,4,4,,,,,,,,,elementary,2,,,,,,,,,,,,,,
13468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,50, by ,830,262,2003404.3000001907,243.265625,814.53125,263.265625,838.546875,4,4,,,,,,,,,elementary,2,,,,,,,,,,,,,,
13518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,50, by ,836,262,2003454.200000286,243.265625,814.53125,263.265625,838.546875,4,4,,,,,,,,,elementary,2,,,,,,,,,,,,,,
13567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,50, by ,818,261,,233.265625,814.53125,273.265625,838.546875,4,4,hover,183.19999980926514,183.19999980926514,0.9772283669486012,0.718359375,91,,,elementary,2,,,,,,,,,,,,,,
13568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,51, 80% ,839,261,2003504.5,243.265625,838.546875,263.265625,879.578125,4,5,,,,,,,,,elementary,2,,,,,,,,,,,,,,
13618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,51, 80% ,843,261,2003554.4000000954,243.265625,838.546875,263.265625,879.578125,4,5,,,,,,,,,elementary,2,,,,,,,,,,,,,,
13667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,51, 80% ,849,260,2003604,243.265625,838.546875,263.265625,879.578125,4,5,,,,,,,,,elementary,2,,,,,,,,,,,,,,
13718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,51, 80% ,859,260,2003654.1000003815,243.265625,838.546875,263.265625,879.578125,4,5,,,,,,,,,elementary,2,,,,,,,,,,,,,,
13768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,51, 80% ,872,259,2003704.4000000954,243.265625,838.546875,263.265625,879.578125,4,5,,,,,,,,,elementary,2,,,,,,,,,,,,,,
13800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,51, 80% ,839,261,,233.265625,838.546875,273.265625,879.578125,4,5,hover,233.5,233.5,0.9615384615384616,0.643359375,91,,,elementary,2,,,,,,,,,,,,,,
13818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,52, this ,887,259,2003754.1000003815,243.265625,879.578125,263.265625,912.59375,4,6,,,,,,,,,elementary,2,,,,,,,,,,,,,,
13868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,52, this ,897,259,2003804.200000286,243.265625,879.578125,263.265625,912.59375,4,6,,,,,,,,,elementary,2,,,,,,,,,,,,,,
13918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,52, this ,906,259,2003854.200000286,243.265625,879.578125,263.265625,912.59375,4,6,,,,,,,,,elementary,2,,,,,,,,,,,,,,
13967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,52, this ,882,259,,233.265625,879.578125,273.265625,912.59375,4,6,hover,166.80000019073486,166.80000019073486,0.9517274017983909,0.643359375,91,,,elementary,2,,,,,,,,,,,,,,
13968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,53," year,” ",913,259,2003904.4000000954,243.265625,912.59375,263.265625,962.625,4,7,,,,,,,,,elementary,2,,,,,,,,,,,,,,
14018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,53," year,” ",920,259,2003954.1000003815,243.265625,912.59375,263.265625,962.625,4,7,,,,,,,,,elementary,2,,,,,,,,,,,,,,
14068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,53," year,” ",931,259,2004004.200000286,243.265625,912.59375,263.265625,962.625,4,7,,,,,,,,,elementary,2,,,,,,,,,,,,,,
14118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,53," year,” ",944,259,2004054.3000001907,243.265625,912.59375,263.265625,962.625,4,7,,,,,,,,,elementary,2,,,,,,,,,,,,,,
14168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,53," year,” ",956,259,2004104.1000003815,243.265625,912.59375,263.265625,962.625,4,7,,,,,,,,,elementary,2,,,,,,,,,,,,,,
14200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,53," year,” ",913,259,,233.265625,912.59375,273.265625,962.625,4,7,hover,233.30000019073486,233.30000019073486,0.9275452841973766,0.643359375,91,,,elementary,2,,,,,,,,,,,,,,
14217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,54, said ,969,259,2004154,243.265625,962.625,263.265625,1000.65625,4,8,,,,,,,,,elementary,2,,,,,,,,,,,,,,
14268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,54, said ,983,259,2004204.1000003815,243.265625,962.625,263.265625,1000.65625,4,8,,,,,,,,,elementary,2,,,,,,,,,,,,,,
14318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,54, said ,999,259,2004254.1000003815,243.265625,962.625,263.265625,1000.65625,4,8,,,,,,,,,elementary,2,,,,,,,,,,,,,,
14333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,54, said ,964,259,,233.265625,962.625,273.265625,1000.65625,4,8,hover,133.19999980926514,133.19999980926514,0.9564502875924404,0.643359375,91,,,elementary,2,,,,,,,,,,,,,,
14368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,55, Mayor ,1017,259,2004304.1000003815,243.265625,1000.65625,263.265625,1055.671875,4,9,,,,,,,,,elementary,2,,,,,,,,,,,,,,
14418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,55, Mayor ,1032,259,2004354.200000286,243.265625,1000.65625,263.265625,1055.671875,4,9,,,,,,,,,elementary,2,,,,,,,,,,,,,,
14468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,55, Mayor ,1046,258,2004404.200000286,243.265625,1000.65625,263.265625,1055.671875,4,9,,,,,,,,,elementary,2,,,,,,,,,,,,,,
14500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,55, Mayor ,1004,259,,233.265625,1000.65625,273.265625,1055.671875,4,9,hover,166.59999990463257,166.59999990463257,0.9150809429139449,0.618359375,91,,,elementary,2,,,,,,,,,,,,,,
14518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,56, Maria ,1063,258,2004454.1000003815,243.265625,1055.671875,263.265625,1105.6875,4,10,,,,,,,,,elementary,2,,,,,,,,,,,,,,
14567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,56, Maria ,1077,257,2004504.1000003815,243.265625,1055.671875,263.265625,1105.6875,4,10,,,,,,,,,elementary,2,,,,,,,,,,,,,,
14618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,56, Maria ,1085,257,2004554.1000003815,243.265625,1055.671875,263.265625,1105.6875,4,10,,,,,,,,,elementary,2,,,,,,,,,,,,,,
14668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,56, Maria ,1091,256,2004604.6000003815,243.265625,1055.671875,263.265625,1105.6875,4,10,,,,,,,,,elementary,2,,,,,,,,,,,,,,
14718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,56, Maria ,1095,256,2004654.200000286,243.265625,1055.671875,263.265625,1105.6875,4,10,,,,,,,,,elementary,2,,,,,,,,,,,,,,
14776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,56, Maria ,1096,256,2004712.1000003815,243.265625,1055.671875,263.265625,1105.6875,4,10,,,,,,,,,elementary,2,,,,,,,,,,,,,,
14833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,56, Maria ,1097,256,2004769.1000003815,243.265625,1055.671875,263.265625,1105.6875,4,10,,,,,,,,,elementary,2,,,,,,,,,,,,,,
14869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,56, Maria ,1098,256,2004805.6000003815,243.265625,1055.671875,263.265625,1105.6875,4,10,,,,,,,,,elementary,2,,,,,,,,,,,,,,
14919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,56, Maria ,1098,256,2004855.1000003815,243.265625,1055.671875,263.265625,1105.6875,4,10,,,,,,,,,elementary,2,,,,,,,,,,,,,,
14969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,56, Maria ,1098,256,2004905.700000286,243.265625,1055.671875,263.265625,1105.6875,4,10,,,,,,,,,elementary,2,,,,,,,,,,,,,,
15017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,56, Maria ,1057,258,,233.265625,1055.671875,273.265625,1105.6875,4,10,hover,516.7000002861023,516.7000002861023,0.9462667916276164,0.568359375,91,,,elementary,2,,,,,,,,,,,,,,
15018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,57," Kakali, ",1112,256,2004954.200000286,243.265625,1105.6875,263.265625,1164.71875,4,11,,,,,,,,,elementary,2,,,,,,,,,,,,,,
15067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,57," Kakali, ",1112,256,,233.265625,1105.6875,273.265625,1164.71875,4,11,hover,50.09999990463257,50.09999990463257,0.6829010058231869,0.568359375,91,,,elementary,2,,,,,,,,,,,,,,
15068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,58, in ,1166,256,2005004.4000000954,243.265625,1164.71875,263.265625,1183.734375,4,12,,,,,,,,,elementary,2,,,,,,,,,,,,,,
15100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,58, in ,1166,256,,233.265625,1164.71875,273.265625,1183.734375,4,12,hover,33.299999713897705,33.299999713897705,0.8036154478225144,0.593359375,91,,,elementary,2,,,,,,,,,,,,,,
15118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,59, an ,1197,257,2005054.200000286,243.265625,1183.734375,263.265625,1208.765625,4,13,,,,,,,,,elementary,2,,,,,,,,,,,,,,
15182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,59, an ,1201,257,2005118.4000000954,243.265625,1183.734375,263.265625,1208.765625,4,13,,,,,,,,,elementary,2,,,,,,,,,,,,,,
15218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,59, an ,1202,257,2005154.4000000954,243.265625,1183.734375,263.265625,1208.765625,4,13,,,,,,,,,elementary,2,,,,,,,,,,,,,,
15269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,59, an ,1205,257,2005205.3000001907,243.265625,1183.734375,263.265625,1208.765625,4,13,,,,,,,,,elementary,2,,,,,,,,,,,,,,
15300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,59, an ,1191,257,,233.265625,1183.734375,273.265625,1208.765625,4,13,hover,199.90000009536743,199.90000009536743,0.9294631710362048,0.593359375,91,,,elementary,2,,,,,,,,,,,,,,
15318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,60, office ,1211,257,2005254.200000286,243.265625,1208.765625,263.265625,1256.46875,4,14,,,,,,,,,elementary,2,,,,,,,,,,,,,,
15382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,60, office ,1214,257,2005318.5,243.265625,1208.765625,263.265625,1256.46875,4,14,,,,,,,,,elementary,2,,,,,,,,,,,,,,
15419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,60, office ,1214,257,2005355.6000003815,243.265625,1208.765625,263.265625,1256.46875,4,14,,,,,,,,,elementary,2,,,,,,,,,,,,,,
15481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,60, office ,1214,257,2005417.3000001907,243.265625,1208.765625,263.265625,1256.46875,4,14,,,,,,,,,elementary,2,,,,,,,,,,,,,,
15517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,60, office ,1209,257,,233.265625,1208.765625,273.265625,1256.46875,4,14,hover,216.80000019073486,216.80000019073486,0.02587618735669833,0.593359375,91,,,elementary,2,,,,,,,,,,,,,,
15518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,59, an ,1203,258,2005454.4000000954,243.265625,1183.734375,263.265625,1208.765625,4,13,,,,,,,,,elementary,2,,,,,,,,,,,,,,
15568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,59, an ,1184,260,2005504.6000003815,243.265625,1183.734375,263.265625,1208.765625,4,13,,,,,,,,,elementary,2,,,,,,,,,,,,,,
15584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,59, an ,1203,258,,233.265625,1183.734375,273.265625,1208.765625,4,13,hover,66.69999980926514,66.69999980926514,0.010611735330836454,0.668359375,91,,,elementary,2,,,,,,,,,,,,,,
15620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,58, in ,1180,260,2005556.5,243.265625,1164.71875,263.265625,1183.734375,4,12,,,,,,,,,elementary,2,,,,,,,,,,,,,,
15668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,58, in ,1169,261,2005604.1000003815,243.265625,1164.71875,263.265625,1183.734375,4,12,,,,,,,,,elementary,2,,,,,,,,,,,,,,
15683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,58, in ,1182,260,,233.265625,1164.71875,273.265625,1183.734375,4,12,hover,99.80000019073486,99.80000019073486,0.22514379622021363,0.693359375,91,,,elementary,2,,,,,,,,,,,,,,
15717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,57," Kakali, ",1156,262,2005654,243.265625,1105.6875,263.265625,1164.71875,4,11,,,,,,,,,elementary,2,,,,,,,,,,,,,,
15781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,57," Kakali, ",1155,262,2005717.8000001907,243.265625,1105.6875,263.265625,1164.71875,4,11,,,,,,,,,elementary,2,,,,,,,,,,,,,,
15833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,57," Kakali, ",1155,262,2005769.9000000954,243.265625,1105.6875,263.265625,1164.71875,4,11,,,,,,,,,elementary,2,,,,,,,,,,,,,,
15870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,57," Kakali, ",1155,262,2005806.200000286,243.265625,1105.6875,263.265625,1164.71875,4,11,,,,,,,,,elementary,2,,,,,,,,,,,,,,
15933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,57," Kakali, ",1155,262,2005869.9000000954,243.265625,1105.6875,263.265625,1164.71875,4,11,,,,,,,,,elementary,2,,,,,,,,,,,,,,
15968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,57," Kakali, ",1148,262,2005904.4000000954,243.265625,1105.6875,263.265625,1164.71875,4,11,,,,,,,,,elementary,2,,,,,,,,,,,,,,
16018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,57," Kakali, ",1116,262,2005954.3000001907,243.265625,1105.6875,263.265625,1164.71875,4,11,,,,,,,,,elementary,2,,,,,,,,,,,,,,
16050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,57," Kakali, ",1163,261,,233.265625,1105.6875,273.265625,1164.71875,4,11,hover,366.90000009536743,366.90000009536743,0.039174166225516144,0.718359375,91,,,elementary,2,,,,,,,,,,,,,,
16069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,56, Maria ,1103,262,2006005.4000000954,243.265625,1055.671875,263.265625,1105.6875,4,10,,,,,,,,,elementary,2,,,,,,,,,,,,,,
16119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,56, Maria ,1103,262,2006055.700000286,243.265625,1055.671875,263.265625,1105.6875,4,10,,,,,,,,,elementary,2,,,,,,,,,,,,,,
16174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,56, Maria ,1103,262,2006111.1000003815,243.265625,1055.671875,263.265625,1105.6875,4,10,,,,,,,,,elementary,2,,,,,,,,,,,,,,
16183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,56, Maria ,1103,262,,233.265625,1055.671875,273.265625,1105.6875,4,10,hover,133,133,0.9662605435801312,0.718359375,91,,,elementary,2,,,,,,,,,,,,,,
16218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,57," Kakali, ",1136,262,2006154.1000003815,243.265625,1105.6875,263.265625,1164.71875,4,11,,,,,,,,,elementary,2,,,,,,,,,,,,,,
16250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,57," Kakali, ",1106,262,,233.265625,1105.6875,273.265625,1164.71875,4,11,hover,66.69999980926514,66.69999980926514,0.9031233456855479,0.718359375,91,,,elementary,2,,,,,,,,,,,,,,
16267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,59, an ,1189,263,,233.265625,1183.734375,273.265625,1208.765625,4,13,hover,16.90000009536743,16.90000009536743,0.2103620474406991,0.743359375,91,,,elementary,2,,,,,,,,,,,,,,
16268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,60, office ,1213,263,2006204.200000286,243.265625,1208.765625,263.265625,1256.46875,4,14,,,,,,,,,elementary,2,,,,,,,,,,,,,,
16318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,60, office ,1247,264,2006254.700000286,243.265625,1208.765625,263.265625,1256.46875,4,14,,,,,,,,,elementary,2,,,,,,,,,,,,,,
16379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,60, office ,1250,264,2006315.5,243.265625,1208.765625,263.265625,1256.46875,4,14,,,,,,,,,elementary,2,,,,,,,,,,,,,,
16418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,60, office ,1250,264,2006354.9000000954,243.265625,1208.765625,263.265625,1256.46875,4,14,,,,,,,,,elementary,2,,,,,,,,,,,,,,
16483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,60, office ,1250,264,2006419.9000000954,243.265625,1208.765625,263.265625,1256.46875,4,14,,,,,,,,,elementary,2,,,,,,,,,,,,,,
16518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,60, office ,1237,264,2006454.4000000954,243.265625,1208.765625,263.265625,1256.46875,4,14,,,,,,,,,elementary,2,,,,,,,,,,,,,,
16534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,60, office ,1213,263,,233.265625,1208.765625,273.265625,1256.46875,4,14,hover,266.7999997138977,266.7999997138977,0.5918768424500491,0.768359375,91,,,elementary,2,,,,,,,,,,,,,,
16550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,59, an ,1208,264,,233.265625,1183.734375,273.265625,1208.765625,4,13,hover,16.600000381469727,16.600000381469727,0.9694132334581773,0.768359375,91,,,elementary,2,,,,,,,,,,,,,,
16567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,57," Kakali, ",1156,261,,233.265625,1105.6875,273.265625,1164.71875,4,11,hover,16.5,16.5,0.8523028057173108,0.693359375,91,,,elementary,2,,,,,,,,,,,,,,
16568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,24,2,29,30,56, Maria ,1090,258,2006504.4000000954,243.265625,1055.671875,263.265625,1105.6875,4,10,,,,,,,,,elementary,2,,,,,,,,,,,,,,
16584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,56, Maria ,1090,258,,233.265625,1055.671875,273.265625,1105.6875,4,10,hover,16.699999809265137,16.699999809265137,0.6863480162449235,0.618359375,91,,,elementary,2,,,,,,,,,,,,,,
16600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,55, Mayor ,1011,256,,233.265625,1000.65625,273.265625,1055.671875,4,9,hover,16.699999809265137,16.699999809265137,0.18801476853166715,0.568359375,91,,,elementary,2,,,,,,,,,,,,,,
16617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,24,2,29,30,53," year,” ",928,254,,233.265625,912.59375,273.265625,962.625,4,7,hover,16.600000381469727,16.600000381469727,0.3079325421611493,0.518359375,91,,,elementary,2,,,,,,,,,,,,,,
